```php
id,age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,prediction_result,confidence,algorithm,created_at,academic_work_performance,loss_of_other_interests
729,17,Male,6.3,-,-,-,6.6,-,-,-,-,-,0,0,2,0,0,0,"High Risk",93.71,DT,"2026-06-03 15:07:02",-,-
730,21,Male,8.4,-,-,-,5.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.6,DT,"2026-06-03 15:07:02",-,-
731,22,Male,10.3,-,-,-,5.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",98.77,DT,"2026-06-03 15:07:02",-,-
732,17,Female,3.2,-,-,-,7.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.52,DT,"2026-06-03 15:07:02",-,-
733,28,Female,8.6,-,-,-,4.2,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.73,DT,"2026-06-03 15:07:02",-,-
734,19,Female,4.3,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.46,DT,"2026-06-03 15:07:02",-,-
735,23,Male,5.4,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.78,DT,"2026-06-03 15:07:02",-,-
736,17,Female,4.4,-,-,-,6.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.26,DT,"2026-06-03 15:07:02",-,-
737,18,Male,11.4,-,-,-,4.6,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",93.72,DT,"2026-06-03 15:07:02",-,-
738,17,Male,8.6,-,-,-,4.9,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",96.09,DT,"2026-06-03 15:07:02",-,-
739,15,Female,7,-,-,-,4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",95.23,DT,"2026-06-03 15:07:02",-,-
740,29,Male,5.8,-,-,-,6.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",91.52,DT,"2026-06-03 15:07:02",-,-
741,17,Male,6.2,-,-,-,5.4,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",95.32,DT,"2026-06-03 15:07:02",-,-
742,17,Male,6.3,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.71,DT,"2026-06-03 15:07:02",-,-
743,22,Male,13.5,-,-,-,4.3,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",96.7,DT,"2026-06-03 15:07:02",-,-
744,26,Male,7.4,-,-,-,3,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",94.22,DT,"2026-06-03 15:07:02",-,-
745,20,Male,1.2,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.8,DT,"2026-06-03 15:07:02",-,-
746,18,Male,2.3,-,-,-,7.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.45,DT,"2026-06-03 15:07:02",-,-
747,22,Female,4.6,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.17,DT,"2026-06-03 15:07:02",-,-
748,29,Male,0.7,-,-,-,7.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.2,DT,"2026-06-03 15:07:02",-,-
749,18,Male,0.6,-,-,-,8.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.63,DT,"2026-06-03 15:07:02",-,-
750,19,Male,4.8,-,-,-,6.8,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.28,DT,"2026-06-03 15:07:02",-,-
751,23,Male,5.5,-,-,-,6.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.34,DT,"2026-06-03 15:07:02",-,-
752,18,Male,6.3,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",95.2,DT,"2026-06-03 15:07:02",-,-
753,21,Male,11.9,-,-,-,4.2,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",97.35,DT,"2026-06-03 15:07:02",-,-
754,21,Male,4.1,-,-,-,5.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.4,DT,"2026-06-03 15:07:02",-,-
755,19,Female,0.8,-,-,-,7.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.39,DT,"2026-06-03 15:07:02",-,-
756,17,Female,3.7,-,-,-,5.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.11,DT,"2026-06-03 15:07:02",-,-
757,23,Male,11,-,-,-,3.4,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",90.72,DT,"2026-06-03 15:07:02",-,-
758,27,Male,1.5,-,-,-,9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.49,DT,"2026-06-03 15:07:02",-,-
759,17,Male,6.6,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.11,DT,"2026-06-03 15:07:02",-,-
760,16,Female,5.9,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",98.17,DT,"2026-06-03 15:07:02",-,-
761,33,Female,5.5,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"High Risk",92.02,DT,"2026-06-03 15:07:02",-,-
762,16,Male,11.4,-,-,-,3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",93.8,DT,"2026-06-03 15:07:02",-,-
763,18,Female,2.7,-,-,-,8.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.24,DT,"2026-06-03 15:07:02",-,-
764,22,Male,5.5,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.47,DT,"2026-06-03 15:07:02",-,-
765,15,Male,7.3,-,-,-,4.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",90.58,DT,"2026-06-03 15:07:02",-,-
766,24,Male,7.7,-,-,-,3.2,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",94.69,DT,"2026-06-03 15:07:02",-,-
767,19,Female,8.3,-,-,-,5.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",91.07,DT,"2026-06-03 15:07:02",-,-
768,19,Male,9.5,-,-,-,4.6,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.26,DT,"2026-06-03 15:07:02",-,-
769,20,Female,10,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.92,DT,"2026-06-03 15:07:02",-,-
770,27,Male,2.8,-,-,-,7.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.77,DT,"2026-06-03 15:07:02",-,-
771,21,Male,8.6,-,-,-,4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",92.48,DT,"2026-06-03 15:07:02",-,-
772,16,Female,4.9,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.43,DT,"2026-06-03 15:07:02",-,-
773,17,Male,3.4,-,-,-,8.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.07,DT,"2026-06-03 15:07:02",-,-
774,19,Male,2.2,-,-,-,8.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.38,DT,"2026-06-03 15:07:02",-,-
775,20,Female,4.2,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.88,DT,"2026-06-03 15:07:02",-,-
776,18,Male,5,-,-,-,6.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.99,DT,"2026-06-03 15:07:02",-,-
777,21,Other,7.9,-,-,-,5.1,-,-,-,-,-,0,0,4,0,0,0,"High Risk",93.94,DT,"2026-06-03 15:07:02",-,-
778,21,Female,10.7,-,-,-,3.7,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",91.88,DT,"2026-06-03 15:07:02",-,-
779,25,Male,8.6,-,-,-,5.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.1,DT,"2026-06-03 15:07:02",-,-
780,28,Female,8.8,-,-,-,4.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.76,DT,"2026-06-03 15:07:02",-,-
781,23,Male,3.4,-,-,-,7.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.81,DT,"2026-06-03 15:07:02",-,-
782,21,Female,6.3,-,-,-,6.1,-,-,-,-,-,0,0,2,0,0,0,"High Risk",96.01,DT,"2026-06-03 15:07:02",-,-
783,18,Male,2.1,-,-,-,7.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.15,DT,"2026-06-03 15:07:02",-,-
784,17,Male,4.6,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.94,DT,"2026-06-03 15:07:02",-,-
785,25,Female,9.8,-,-,-,5.2,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.86,DT,"2026-06-03 15:07:02",-,-
786,20,Male,3,-,-,-,8.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.87,DT,"2026-06-03 15:07:02",-,-
787,14,Female,2.9,-,-,-,8.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.27,DT,"2026-06-03 15:07:02",-,-
788,15,Male,5.8,-,-,-,6.6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.47,DT,"2026-06-03 15:07:02",-,-
789,22,Male,5.7,-,-,-,6.8,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.86,DT,"2026-06-03 15:07:02",-,-
790,19,Male,7,-,-,-,3.8,-,-,-,-,-,0,0,2,0,0,0,"Low Risk",91.35,DT,"2026-06-03 15:07:02",-,-
791,15,Female,7.9,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",97.21,DT,"2026-06-03 15:07:02",-,-
792,20,Male,7,-,-,-,3.6,-,-,-,-,-,0,0,5,0,0,0,"High Risk",94.67,DT,"2026-06-03 15:07:02",-,-
793,34,Male,1.4,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.49,DT,"2026-06-03 15:07:02",-,-
794,18,Female,8.7,-,-,-,6,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.88,DT,"2026-06-03 15:07:02",-,-
795,16,Female,6,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",98.37,DT,"2026-06-03 15:07:02",-,-
796,17,Female,4.7,-,-,-,5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.11,DT,"2026-06-03 15:07:02",-,-
797,20,Female,3.9,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.81,DT,"2026-06-03 15:07:02",-,-
798,18,Male,7.1,-,-,-,4.4,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",95.22,DT,"2026-06-03 15:07:02",-,-
799,20,Male,2.9,-,-,-,7.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.47,DT,"2026-06-03 15:07:02",-,-
800,22,Female,6.7,-,-,-,4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.64,DT,"2026-06-03 15:07:02",-,-
801,27,Male,7.6,-,-,-,3.3,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.06,DT,"2026-06-03 15:07:02",-,-
802,17,Male,6.6,-,-,-,5.8,-,-,-,-,-,0,0,5,0,0,0,"High Risk",91.32,DT,"2026-06-03 15:07:02",-,-
803,19,Male,5.3,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.72,DT,"2026-06-03 15:07:02",-,-
804,17,Other,5.6,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.93,DT,"2026-06-03 15:07:02",-,-
805,15,Male,3.4,-,-,-,8.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.05,DT,"2026-06-03 15:07:02",-,-
806,15,Male,8.2,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",93.49,DT,"2026-06-03 15:07:02",-,-
807,22,Male,10.5,-,-,-,4.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",92.14,DT,"2026-06-03 15:07:02",-,-
808,22,Male,7.4,-,-,-,3.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.42,DT,"2026-06-03 15:07:02",-,-
809,27,Male,4.7,-,-,-,5.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.74,DT,"2026-06-03 15:07:02",-,-
810,16,Male,5,-,-,-,6.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.74,DT,"2026-06-03 15:07:02",-,-
811,22,Male,4.9,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",93.04,DT,"2026-06-03 15:07:02",-,-
812,14,Male,8.7,-,-,-,5.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",93.73,DT,"2026-06-03 15:07:02",-,-
813,19,Male,1.7,-,-,-,7.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.81,DT,"2026-06-03 15:07:02",-,-
814,18,Male,6.8,-,-,-,5.2,-,-,-,-,-,0,0,6,0,0,0,"High Risk",92.61,DT,"2026-06-03 15:07:02",-,-
815,24,Male,8.9,-,-,-,4.7,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.14,DT,"2026-06-03 15:07:02",-,-
816,25,Male,4.2,-,-,-,5.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.07,DT,"2026-06-03 15:07:02",-,-
817,18,Male,6.9,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",95.48,DT,"2026-06-03 15:07:02",-,-
818,27,Male,6,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.02,DT,"2026-06-03 15:07:02",-,-
819,19,Male,11,-,-,-,5.3,-,-,-,-,-,0,0,6,0,0,0,"High Risk",97.84,DT,"2026-06-03 15:07:02",-,-
820,18,Male,11.9,-,-,-,5.7,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",92.7,DT,"2026-06-03 15:07:02",-,-
821,18,Male,6.3,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",91.15,DT,"2026-06-03 15:07:02",-,-
822,21,Male,2.2,-,-,-,7.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.12,DT,"2026-06-03 15:07:02",-,-
823,23,Female,6.2,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",90.84,DT,"2026-06-03 15:07:02",-,-
824,22,Female,9.3,-,-,-,5.4,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.24,DT,"2026-06-03 15:07:02",-,-
825,20,Male,5.6,-,-,-,5.9,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.97,DT,"2026-06-03 15:07:02",-,-
826,20,Male,6.2,-,-,-,5.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",97.65,DT,"2026-06-03 15:07:02",-,-
827,19,Female,7.1,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"High Risk",92.57,DT,"2026-06-03 15:07:02",-,-
828,30,Male,7,-,-,-,3.7,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",98.2,DT,"2026-06-03 15:07:02",-,-
829,16,Male,3.7,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.95,DT,"2026-06-03 15:07:02",-,-
830,23,Male,3.3,-,-,-,7.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.6,DT,"2026-06-03 15:07:02",-,-
831,21,Male,7.6,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.89,DT,"2026-06-03 15:07:02",-,-
832,22,Female,6.4,-,-,-,5.4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",97.85,DT,"2026-06-03 15:07:02",-,-
833,24,Male,5,-,-,-,5.1,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",94.2,DT,"2026-06-03 15:07:02",-,-
834,19,Female,4.2,-,-,-,5.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.33,DT,"2026-06-03 15:07:02",-,-
835,23,Female,10.2,-,-,-,5.1,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",90.57,DT,"2026-06-03 15:07:02",-,-
836,19,Male,5.1,-,-,-,6.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.52,DT,"2026-06-03 15:07:02",-,-
837,20,Female,8.1,-,-,-,5.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.21,DT,"2026-06-03 15:07:02",-,-
838,19,Male,6.9,-,-,-,3.5,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",94.9,DT,"2026-06-03 15:07:02",-,-
839,24,Male,4.5,-,-,-,6.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.27,DT,"2026-06-03 15:07:02",-,-
840,18,Female,6.1,-,-,-,6.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.04,DT,"2026-06-03 15:07:02",-,-
841,27,Other,8.8,-,-,-,3.4,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.55,DT,"2026-06-03 15:07:02",-,-
842,19,Female,5.3,-,-,-,5.7,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",97.67,DT,"2026-06-03 15:07:02",-,-
843,16,Male,9,-,-,-,5.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",98.86,DT,"2026-06-03 15:07:02",-,-
844,23,Male,8.3,-,-,-,3.8,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",94.92,DT,"2026-06-03 15:07:02",-,-
845,20,Male,0.7,-,-,-,7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.04,DT,"2026-06-03 15:07:02",-,-
846,19,Male,10.9,-,-,-,5.7,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",93.92,DT,"2026-06-03 15:07:02",-,-
847,21,Female,10.1,-,-,-,4.1,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",97.4,DT,"2026-06-03 15:07:02",-,-
848,20,Female,5.7,-,-,-,6.1,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.81,DT,"2026-06-03 15:07:02",-,-
849,21,Male,7,-,-,-,5.9,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.46,DT,"2026-06-03 15:07:02",-,-
850,23,Male,7.3,-,-,-,5.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.34,DT,"2026-06-03 15:07:02",-,-
851,21,Female,6.1,-,-,-,6.4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",98.02,DT,"2026-06-03 15:07:02",-,-
852,23,Male,7.1,-,-,-,3.7,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",91.96,DT,"2026-06-03 15:07:02",-,-
853,15,Female,4.1,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.63,DT,"2026-06-03 15:07:02",-,-
854,23,Female,4.5,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.49,DT,"2026-06-03 15:07:02",-,-
855,21,Other,5.2,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.86,DT,"2026-06-03 15:07:02",-,-
856,18,Male,2.3,-,-,-,7.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.63,DT,"2026-06-03 15:07:02",-,-
857,26,Other,9.1,-,-,-,5.7,-,-,-,-,-,0,0,6,0,0,0,"High Risk",95.94,DT,"2026-06-03 15:07:02",-,-
858,18,Male,8.2,-,-,-,5.2,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",93.77,DT,"2026-06-03 15:07:02",-,-
859,20,Male,4.5,-,-,-,6.6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.58,DT,"2026-06-03 15:07:02",-,-
860,30,Male,6.3,-,-,-,6.5,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.52,DT,"2026-06-03 15:07:02",-,-
861,24,Female,6.1,-,-,-,5.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",91.19,DT,"2026-06-03 15:07:02",-,-
862,20,Male,8.1,-,-,-,3.3,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.92,DT,"2026-06-03 15:07:02",-,-
863,23,Female,5.6,-,-,-,5.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",98.12,DT,"2026-06-03 15:07:02",-,-
864,19,Male,0.6,-,-,-,7.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.71,DT,"2026-06-03 15:07:02",-,-
865,19,Male,6.6,-,-,-,6,-,-,-,-,-,0,0,5,0,0,0,"High Risk",92,DT,"2026-06-03 15:07:02",-,-
866,18,Male,8,-,-,-,4.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.1,DT,"2026-06-03 15:07:02",-,-
867,19,Male,14.7,-,-,-,3.5,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",92.26,DT,"2026-06-03 15:07:02",-,-
868,23,Female,8.2,-,-,-,5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.71,DT,"2026-06-03 15:07:02",-,-
869,19,Female,4.3,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",94.82,DT,"2026-06-03 15:07:02",-,-
870,14,Male,3.8,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.13,DT,"2026-06-03 15:07:02",-,-
871,17,Male,5.8,-,-,-,6.4,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",97.33,DT,"2026-06-03 15:07:02",-,-
872,13,Male,2.9,-,-,-,8.5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.89,DT,"2026-06-03 15:07:02",-,-
873,14,Male,4.9,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.58,DT,"2026-06-03 15:07:02",-,-
874,17,Male,6.7,-,-,-,3.4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",90.04,DT,"2026-06-03 15:07:02",-,-
875,25,Female,9.5,-,-,-,4.7,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",93.05,DT,"2026-06-03 15:07:02",-,-
876,15,Male,5.7,-,-,-,6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.51,DT,"2026-06-03 15:07:02",-,-
877,20,Male,7.1,-,-,-,4.2,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",90.15,DT,"2026-06-03 15:07:02",-,-
878,27,Female,7.5,-,-,-,3.4,-,-,-,-,-,0,0,5,0,0,0,"High Risk",95.06,DT,"2026-06-03 15:07:02",-,-
879,22,Female,4.9,-,-,-,6.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.31,DT,"2026-06-03 15:07:02",-,-
880,20,Female,5,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.59,DT,"2026-06-03 15:07:02",-,-
881,18,Female,2,-,-,-,8.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.68,DT,"2026-06-03 15:07:02",-,-
882,17,Male,5.8,-,-,-,5.8,-,-,-,-,-,0,0,5,0,0,0,"High Risk",97.34,DT,"2026-06-03 15:07:02",-,-
883,19,Male,4.9,-,-,-,6.6,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",96.03,DT,"2026-06-03 15:07:02",-,-
884,25,Female,1.9,-,-,-,8.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.72,DT,"2026-06-03 15:07:02",-,-
885,25,Female,4.9,-,-,-,6.9,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",93.48,DT,"2026-06-03 15:07:02",-,-
886,21,Male,2.6,-,-,-,7.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.91,DT,"2026-06-03 15:07:02",-,-
887,17,Male,1,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",97.31,DT,"2026-06-03 15:07:02",-,-
888,19,Female,3.9,-,-,-,5.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.12,DT,"2026-06-03 15:07:02",-,-
889,19,Male,6.4,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.57,DT,"2026-06-03 15:07:02",-,-
890,15,Female,9.5,-,-,-,4.4,-,-,-,-,-,0,0,6,0,0,0,"High Risk",91.61,DT,"2026-06-03 15:07:02",-,-
891,20,Other,7.4,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",91.5,DT,"2026-06-03 15:07:02",-,-
892,25,Female,6.1,-,-,-,6.4,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",98.25,DT,"2026-06-03 15:07:02",-,-
893,28,Male,5.4,-,-,-,6.4,-,-,-,-,-,0,0,6,0,0,0,"Moderate Risk",93.68,DT,"2026-06-03 15:07:02",-,-
894,17,Male,7.2,-,-,-,4.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",91.71,DT,"2026-06-03 15:07:02",-,-
895,21,Male,1.7,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.03,DT,"2026-06-03 15:07:02",-,-
896,20,Male,9.5,-,-,-,5.4,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",94.12,DT,"2026-06-03 15:07:02",-,-
897,30,Male,14.7,-,-,-,4.2,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",95.59,DT,"2026-06-03 15:07:02",-,-
898,22,Other,5.8,-,-,-,6.5,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.66,DT,"2026-06-03 15:07:02",-,-
899,24,Male,1.9,-,-,-,7.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.25,DT,"2026-06-03 15:07:02",-,-
900,22,Male,4.3,-,-,-,5.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.15,DT,"2026-06-03 15:07:02",-,-
901,15,Male,6.6,-,-,-,4.1,-,-,-,-,-,0,0,4,0,0,0,"High Risk",92.25,DT,"2026-06-03 15:07:02",-,-
902,21,Male,6.3,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.44,DT,"2026-06-03 15:07:02",-,-
903,17,Male,2.8,-,-,-,7.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.48,DT,"2026-06-03 15:07:02",-,-
904,15,Male,8.1,-,-,-,4.9,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",90.7,DT,"2026-06-03 15:07:02",-,-
905,27,Male,6.6,-,-,-,5.1,-,-,-,-,-,0,0,5,0,0,0,"High Risk",93.56,DT,"2026-06-03 15:07:02",-,-
906,21,Female,5.8,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"High Risk",97.09,DT,"2026-06-03 15:07:02",-,-
907,19,Male,1.9,-,-,-,7.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.16,DT,"2026-06-03 15:07:02",-,-
908,24,Female,4.3,-,-,-,6.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.5,DT,"2026-06-03 15:07:02",-,-
909,20,Male,5.4,-,-,-,6.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",94.49,DT,"2026-06-03 15:07:02",-,-
910,18,Male,12,-,-,-,5.8,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.64,DT,"2026-06-03 15:07:02",-,-
911,19,Male,8.8,-,-,-,3.5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.75,DT,"2026-06-03 15:07:02",-,-
